step,timestamp,current_mark_ml,pred_adaboost,pred_GBR,pred_lr,pred_svr,pred_heuristic,current_mark_nn,pred_lstm,pred_optm,action_adaboost,action_GBR,action_lr,action_svr,action_heuristic,action_lstm,action_optm,portfolio_value_adaboost,portfolio_value_GBR,portfolio_value_lr,portfolio_value_svr,portfolio_value_heuristic,portfolio_value_lstm,portfolio_value_optm,investment_adaboost,investment_GBR,investment_lr,investment_svr,investment_heuristic,investment_lstm,investment_optm
996,2025-04-08 05:36:40.221636,58963.31,58966.13756625453,58965.40240773369,58961.46060494318,58963.024957972266,58961.763602869585,58963.31,58966.574,58961.945,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,hold,hold,buy 0.02 units (inject $1000.00),hold,389023.66328750376,197015.20840166468,169021.81460836378,448034.85325129493,2999.8480581627027,1059010.4829691814,199027.14478083694,389000.0,197000.0,169000.0,448000.0,3000.0,1059000.0,199000.0
997,2025-04-08 05:36:40.507232,58963.33,58966.13756625453,58965.40240773369,58961.46060494318,58963.024957972266,58961.8237162708,58963.33,58966.574,58961.945,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,hold,hold,buy 0.02 units (inject $1000.00),hold,390023.7350726975,198015.23814141733,169021.8148551497,448034.8897512714,2999.8483973320394,1060010.6558274904,199027.14948280912,390000.0,198000.0,169000.0,448000.0,3000.0,1060000.0,199000.0
998,2025-04-08 05:36:40.790671,58963.33,58966.13756625453,58965.40240773369,58960.92704334262,58962.41362509216,58961.882116092,58963.33,58965.914,58961.49,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,hold,hold,buy 0.02 units (inject $1000.00),hold,391023.7350726975,199015.23814141733,169021.8148551497,448034.8897512714,2999.8483973320394,1061010.6558274904,199027.14948280912,391000.0,199000.0,169000.0,448000.0,3000.0,1061000.0,199000.0
999,2025-04-08 05:36:41.073672,58963.33,58966.13756625453,58965.40240773369,58960.854079420176,58962.36098091942,58963.33,58963.33,58965.867,58961.41,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,hold,hold,buy 0.02 units (inject $1000.00),hold,392023.7350726975,200015.2381414173,169021.8148551497,448034.8897512714,2999.8483973320394,1062010.6558274901,199027.14948280912,392000.0,200000.0,169000.0,448000.0,3000.0,1062000.0,199000.0
1000,2025-04-08 05:36:41.355328,58963.33,58966.13756625453,58965.40240773369,58960.854079420176,58962.36098091942,58963.33,58963.33,58965.867,58961.41,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,hold,hold,buy 0.02 units (inject $1000.00),hold,393023.7350726975,201015.2381414173,169021.8148551497,448034.8897512714,2999.8483973320394,1063010.6558274901,199027.14948280912,393000.0,201000.0,169000.0,448000.0,3000.0,1063000.0,199000.0
1001,2025-04-08 05:36:41.646349,58963.52,58966.13756625453,58965.40240773369,58960.854079420176,58962.36098091942,58963.70999999999,58963.52,58965.867,58961.41,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),sell 0.12 units (receive $6931.12),394024.4299214048,201015.53355843425,169021.81719961605,448035.2365010476,2999.8516194407352,1064012.3108707927,199027.19415154506,394000.0,201000.0,169000.0,448000.0,3000.0,1064000.0,199000.0
1002,2025-04-08 05:36:41.938877,58963.52,58966.13756625453,58965.40240773369,58961.241997609985,58962.67172192215,58963.52,58963.52,58966.17,58961.746,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,395024.4299214048,201015.53355843425,169021.81719961605,448035.2365010476,2999.8516194407352,1065012.3108707927,199027.19415154506,395000.0,201000.0,169000.0,448000.0,3000.0,1065000.0,199000.0
1003,2025-04-08 05:36:42.220877,58963.52,58966.13756625453,58965.40240773369,58961.241997609985,58962.67172192215,58963.52,58963.52,58966.17,58961.746,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,396024.4299214048,201015.53355843425,169021.81719961605,448035.2365010476,2999.8516194407352,1066012.3108707927,199027.19415154506,396000.0,201000.0,169000.0,448000.0,3000.0,1066000.0,199000.0
1004,2025-04-08 05:36:42.507887,58963.52,58966.13756625453,58965.40240773369,58961.241997609985,58962.67172192215,58963.52,58963.52,58966.17,58961.746,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,397024.4299214048,201015.53355843425,169021.81719961605,448035.2365010476,2999.8516194407352,1067012.3108707927,199027.19415154506,397000.0,201000.0,169000.0,448000.0,3000.0,1067000.0,199000.0
1005,2025-04-08 05:36:42.790832,58963.5,58966.13756625453,58965.40240773369,58961.241997609985,58962.67172192215,58963.48,58963.5,58966.17,58961.746,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,398024.35542266455,201015.50246190617,169021.81695283012,448035.2000010712,2999.851280271399,1068012.135298937,199027.19180055894,398000.0,201000.0,169000.0,448000.0,3000.0,1068000.0,199000.0
1006,2025-04-08 05:36:43.073910,58963.5,58966.13756625453,58965.40240773369,58961.46060494318,58963.024957972266,58961.9577961996,58963.5,58966.574,58961.945,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,399024.35542266455,201015.50246190617,169021.81695283012,448035.2000010712,2999.851280271399,1069012.135298937,199027.19180055894,399000.0,201000.0,169000.0,448000.0,3000.0,1069000.0,199000.0
1007,2025-04-08 05:36:43.357883,58963.5,58966.13756625453,58965.40240773369,58962.43865219433,58964.013217469976,58963.5,58963.5,58967.434,58962.797,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,400024.35542266455,201015.50246190617,169021.81695283012,448035.2000010712,2999.851280271399,1070012.1352989373,199027.19180055894,400000.0,201000.0,169000.0,448000.0,3000.0,1070000.0,199000.0
1008,2025-04-08 05:36:43.640882,58963.5,58966.13756625453,58965.40240773369,58963.320696996445,58964.82341312549,58963.5,58963.5,58968.305,58963.406,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,401024.35542266455,201015.50246190617,169021.81695283012,448035.2000010712,2999.851280271399,1071012.1352989373,199027.19180055894,401000.0,201000.0,169000.0,448000.0,3000.0,1071000.0,199000.0
1009,2025-04-08 05:36:43.925833,58963.82,58966.13756625453,58965.40240773369,58963.320696996445,58964.82341312549,58964.14,58963.82,58968.305,58963.406,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,402025.56911085424,201016.00000635575,169021.82090140495,448035.7840006944,2999.856706980782,1072014.9661569716,199027.22941633654,402000.0,201000.0,169000.0,448000.0,3000.0,1072000.0,199000.0
1010,2025-04-08 05:36:44.210835,58963.82,58966.13756625453,58965.40240773369,58963.08519079016,58964.49481986131,58963.82,58963.82,58968.152,58962.914,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,403025.5691108543,201016.00000635575,169021.82090140495,448035.7840006944,2999.856706980782,1073014.9661569716,199027.22941633654,403000.0,201000.0,169000.0,448000.0,3000.0,1073000.0,199000.0
1011,2025-04-08 05:36:44.493836,58963.82,58966.13756625453,58965.40240773369,58962.934813287495,58964.386734781845,58963.82,58963.82,58968.01,58962.703,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,404025.5691108543,201016.00000635575,169021.82090140495,448035.7840006944,2999.856706980782,1074014.9661569716,199027.22941633654,404000.0,201000.0,169000.0,448000.0,3000.0,1074000.0,199000.0
1012,2025-04-08 05:36:44.799843,58963.82,58966.13756625453,58965.40240773369,58962.42322771668,58963.93513949009,58963.82,58963.82,58967.535,58962.293,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,405025.5691108543,201016.00000635575,169021.82090140495,448035.7840006944,2999.856706980782,1075014.9661569716,199027.22941633654,405000.0,201000.0,169000.0,448000.0,3000.0,1075000.0,199000.0
1013,2025-04-08 05:36:45.094873,58963.96,58966.13756625453,58965.40240773369,58962.49396681025,58963.98524000574,58964.1,58963.96,58967.56,58962.34,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,406026.1095967867,201016.21768205246,169021.82262890646,448036.0395005295,2999.8590811661365,1076016.214154711,199027.24587323927,406000.0,201000.0,169000.0,448000.0,3000.0,1076000.0,199000.0
1014,2025-04-08 05:36:45.376873,58963.96,58966.13756625453,58965.40240773369,58962.569155561585,58964.03923232082,58963.96,58963.96,58967.63,58962.445,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,407026.1095967867,201016.21768205246,169021.82262890646,448036.0395005295,2999.8590811661365,1077016.214154711,199027.24587323927,407000.0,201000.0,169000.0,448000.0,3000.0,1077000.0,199000.0
1015,2025-04-08 05:36:45.666873,58963.96,58966.13756625453,58965.40240773369,58962.569155561585,58964.03923232082,58963.96,58963.96,58967.63,58962.445,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,408026.1095967867,201016.21768205246,169021.82262890646,448036.0395005295,2999.8590811661365,1078016.2141547108,199027.24587323927,408000.0,201000.0,169000.0,448000.0,3000.0,1078000.0,199000.0
1016,2025-04-08 05:36:45.949891,58963.96,58966.13756625453,58965.40240773369,58962.64211948403,58964.09085770746,58963.96,58963.96,58967.676,58962.523,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,409026.1095967867,201016.21768205246,169021.82262890646,448036.0395005295,2999.8590811661365,1079016.2141547108,199027.24587323927,409000.0,201000.0,169000.0,448000.0,3000.0,1079000.0,199000.0
1017,2025-04-08 05:36:46.233088,58963.96,58966.13756625453,58965.40240773369,58962.64211948403,58964.09085770746,58963.96,58963.96,58967.676,58962.523,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,410026.1095967867,201016.21768205246,169021.82262890646,448036.0395005295,2999.8590811661365,1080016.2141547105,199027.24587323927,410000.0,201000.0,169000.0,448000.0,3000.0,1080000.0,199000.0
1018,2025-04-08 05:36:46.515331,58963.94,58966.13756625453,58965.40240773369,58963.13760941658,58964.6697010169,58963.920000000006,58963.94,58968.14,58963.207,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,411026.0306885594,201016.18658552435,169021.82238212053,448036.0030005531,2999.8587419968003,1081016.034173368,199027.24352225315,411000.0,201000.0,169000.0,448000.0,3000.0,1081000.0,199000.0
1019,2025-04-08 05:36:46.798913,58964.22,58966.13756625453,58965.40240773369,58963.1738174118,58964.72024995041,58964.5,58964.22,58968.195,58963.223,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,411027.1401524063,201016.62193691777,169021.82583712353,448036.51400022337,2999.86349036751,1082018.558660829,199027.27643605857,411000.0,201000.0,169000.0,448000.0,3000.0,1082000.0,199000.0
1020,2025-04-08 05:36:47.086894,58964.22,58966.13756625453,58965.40240773369,58963.06242066525,58964.615706427096,58964.22,58964.22,58968.07,58963.1,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,411027.1401524063,201016.62193691777,169021.82583712353,448036.51400022337,2999.86349036751,1083018.558660829,199027.27643605857,411000.0,201000.0,169000.0,448000.0,3000.0,1083000.0,199000.0
1021,2025-04-08 05:36:47.374903,58964.21,58966.13756625453,58965.40240773369,58963.06242066525,58964.615706427096,58964.2,58964.21,58968.07,58963.1,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,411027.1005286975,201016.60638865374,169021.82571373056,448036.49575023516,2999.863320782842,1084018.4681613739,199027.2752605655,411000.0,201000.0,169000.0,448000.0,3000.0,1084000.0,199000.0
1022,2025-04-08 05:36:47.659902,58964.21,58966.13756625453,58965.40240773369,58963.06242066525,58964.615706427096,58964.21,58964.21,58968.07,58963.1,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,411027.1005286975,201016.60638865374,169021.82571373056,448036.49575023516,2999.863320782842,1085018.4681613739,199027.2752605655,411000.0,201000.0,169000.0,448000.0,3000.0,1085000.0,199000.0
1023,2025-04-08 05:36:47.944902,58964.21,58966.13756625453,58965.40240773369,58963.06242066525,58964.615706427096,58964.21,58964.21,58968.07,58963.1,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,411027.1005286975,201016.60638865374,169021.82571373056,448036.49575023516,2999.863320782842,1086018.4681613736,199027.2752605655,411000.0,201000.0,169000.0,448000.0,3000.0,1086000.0,199000.0
1024,2025-04-08 05:36:48.231831,58964.21,58966.13756625453,58965.40240773369,58963.06242066525,58964.615706427096,58964.21,58964.21,58968.07,58963.1,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,411027.1005286975,201016.60638865374,169021.82571373056,448036.49575023516,2999.863320782842,1087018.4681613736,199027.2752605655,411000.0,201000.0,169000.0,448000.0,3000.0,1087000.0,199000.0
1025,2025-04-08 05:36:48.538834,58964.21,58966.13756625453,58965.40240773369,58963.06242066525,58964.615706427096,58964.21,58964.21,58968.07,58963.1,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,411027.1005286975,201016.60638865374,169021.82571373056,448036.49575023516,2999.863320782842,1088018.4681613736,199027.2752605655,411000.0,201000.0,169000.0,448000.0,3000.0,1088000.0,199000.0
1026,2025-04-08 05:36:48.827835,58964.21,58966.13756625453,58965.40240773369,58962.5669307327,58964.03684149052,58964.21,58964.21,58967.605,58962.418,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,411027.1005286975,201016.60638865374,169021.82571373056,448036.49575023516,2999.863320782842,1089018.4681613734,199027.2752605655,411000.0,201000.0,169000.0,448000.0,3000.0,1089000.0,199000.0
1027,2025-04-08 05:36:49.110831,58964.12,58966.13756625453,58965.40240773369,58962.5669307327,58964.03684149052,58964.030000000006,58964.12,58967.605,58962.418,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,412026.7439153181,201016.46645427728,169021.82460319388,448036.3315003411,2999.861794520828,1090017.6445081788,199027.26468112806,412000.0,201000.0,169000.0,448000.0,3000.0,1090000.0,199000.0
1028,2025-04-08 05:36:49.419831,58964.12,58966.13756625453,58965.40240773369,58962.64211948403,58964.09085770746,58964.12,58964.12,58967.676,58962.523,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,413026.7439153181,201016.46645427728,169021.82460319388,448036.3315003411,2999.861794520828,1091017.6445081788,199027.26468112806,413000.0,201000.0,169000.0,448000.0,3000.0,1091000.0,199000.0
1029,2025-04-08 05:36:49.702830,58964.12,58966.13756625453,58965.40240773369,58962.64211948403,58964.09085770746,58964.12,58964.12,58967.676,58962.523,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,414026.7439153181,201016.46645427728,169021.82460319388,448036.3315003411,2999.861794520828,1092017.6445081788,199027.26468112806,414000.0,201000.0,169000.0,448000.0,3000.0,1092000.0,199000.0
1030,2025-04-08 05:36:49.993850,58964.1,58966.13756625453,58965.40240773369,58962.5669307327,58964.03684149052,58964.079999999994,58964.1,58967.605,58962.418,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,415026.6636503325,201016.43535774917,169021.82435640795,448036.29500036465,2999.8614553514917,1093017.4604565678,199027.26233014197,415000.0,201000.0,169000.0,448000.0,3000.0,1093000.0,199000.0
1031,2025-04-08 05:36:50.284849,58964.13,58966.13756625453,58965.40240773369,58963.4517177975,58964.79344550702,58964.159999999996,58964.13,58968.453,58963.188,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,416026.7845565951,201016.4820025413,169021.82472658684,448036.34975032933,2999.8619641054966,1094017.7370427689,199027.26585662112,416000.0,201000.0,169000.0,448000.0,3000.0,1094000.0,199000.0
1032,2025-04-08 05:36:50.572858,58964.13,58966.13756625453,58965.40240773369,58963.301340294835,58964.68507402214,58964.13,58964.13,58968.312,58962.977,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,417026.7845565951,201016.4820025413,169021.82472658684,448036.34975032933,2999.8619641054966,1095017.7370427689,199027.26585662112,417000.0,201000.0,169000.0,448000.0,3000.0,1095000.0,199000.0
1033,2025-04-08 05:36:50.870914,58964.11,58966.13756625453,58965.40240773369,58963.301340294835,58964.68507402214,58964.090000000004,58964.11,58968.312,58962.977,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,418026.70327404153,201016.45090601323,169021.8244798009,448036.3132503529,2999.86162493616,1096017.5519735897,199027.26350563503,418000.0,201000.0,169000.0,448000.0,3000.0,1096000.0,199000.0
1034,2025-04-08 05:36:51.157915,58964.11,58966.13756625453,58965.40240773369,58963.79683022739,58965.26774221379,58964.11,58964.11,58968.777,58963.664,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,419026.70327404153,201016.45090601323,169021.8244798009,448036.3132503529,2999.86162493616,1097017.5519735897,199027.26350563503,419000.0,201000.0,169000.0,448000.0,3000.0,1097000.0,199000.0
1035,2025-04-08 05:36:51.439916,58964.11,58966.13756625453,58965.40240773369,58963.87201897872,58965.32204732476,58964.11,58964.11,58968.848,58963.77,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,420026.7032740415,201016.45090601323,169021.8244798009,448036.3132503529,2999.86162493616,1098017.5519735897,199027.26350563503,420000.0,201000.0,169000.0,448000.0,3000.0,1098000.0,199000.0
1036,2025-04-08 05:36:51.729916,58964.11,58966.13756625453,58965.40240773369,58963.90822697394,58965.372908933175,58964.11,58964.11,58968.902,58963.785,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,421026.7032740415,201016.45090601323,169021.8244798009,448036.3132503529,2999.86162493616,1099017.5519735897,199027.26350563503,421000.0,201000.0,169000.0,448000.0,3000.0,1099000.0,199000.0
1037,2025-04-08 05:36:52.012916,58964.11,58966.13756625453,58965.40240773369,58963.90822697394,58965.372908933175,58964.11,58964.11,58968.902,58963.785,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,422026.7032740414,201016.45090601323,169021.8244798009,448036.3132503529,2999.86162493616,1100017.5519735897,199027.26350563503,422000.0,201000.0,169000.0,448000.0,3000.0,1100000.0,199000.0
1038,2025-04-08 05:36:52.300997,58964.11,58966.13756625453,58965.40240773369,58963.37652904617,58964.739400981234,58964.11,58964.11,58968.383,58963.082,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,423026.7032740414,201016.45090601323,169021.8244798009,448036.3132503529,2999.86162493616,1101017.5519735897,199027.26350563503,423000.0,201000.0,169000.0,448000.0,3000.0,1101000.0,199000.0
1039,2025-04-08 05:36:52.586908,58964.11,58966.13756625453,58965.40240773369,58963.37652904617,58964.739400981234,58964.11,58964.11,58968.383,58963.082,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,424026.7032740414,201016.45090601323,169021.8244798009,448036.3132503529,2999.86162493616,1102017.5519735897,199027.26350563503,424000.0,201000.0,169000.0,448000.0,3000.0,1102000.0,199000.0
1040,2025-04-08 05:36:52.869835,58964.11,58966.13756625453,58965.40240773369,58963.37652904617,58964.739400981234,58964.11,58964.11,58968.383,58963.082,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,425026.7032740414,201016.45090601323,169021.8244798009,448036.3132503529,2999.86162493616,1103017.5519735897,199027.26350563503,425000.0,201000.0,169000.0,448000.0,3000.0,1103000.0,199000.0
1041,2025-04-08 05:36:53.157835,58964.13,58966.13756625453,58965.40240773369,58963.37652904617,58964.739400981234,58964.149999999994,58964.13,58968.383,58963.082,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,426026.78727011004,201016.4820025413,169021.82472658684,448036.34975032933,2999.8619641054966,1104017.739756284,199027.26585662112,426000.0,201000.0,169000.0,448000.0,3000.0,1104000.0,199000.0
1042,2025-04-08 05:36:53.461846,58964.13,58966.13756625453,58965.40240773369,58963.37652904617,58964.739400981234,58964.13,58964.13,58968.383,58963.082,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,427026.78727011004,201016.4820025413,169021.82472658684,448036.34975032933,2999.8619641054966,1105017.739756284,199027.26585662112,427000.0,201000.0,169000.0,448000.0,3000.0,1105000.0,199000.0
1043,2025-04-08 05:36:53.743850,58964.13,58966.13756625453,58965.40240773369,58963.4517177975,58964.79344550702,58964.13,58964.13,58968.453,58963.188,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,428026.78727011004,201016.4820025413,169021.82472658684,448036.34975032933,2999.8619641054966,1106017.739756284,199027.26585662112,428000.0,201000.0,169000.0,448000.0,3000.0,1106000.0,199000.0
1044,2025-04-08 05:36:54.025844,58964.13,58966.13756625453,58965.40240773369,58963.37652904617,58964.739400981234,58964.13,58964.13,58968.383,58963.082,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,429026.78727011004,201016.4820025413,169021.82472658684,448036.34975032933,2999.8619641054966,1107017.739756284,199027.26585662112,429000.0,201000.0,169000.0,448000.0,3000.0,1107000.0,199000.0
1045,2025-04-08 05:36:54.307862,58964.13,58966.13756625453,58965.40240773369,58963.37652904617,58964.739400981234,58964.13,58964.13,58968.383,58963.082,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,430026.78727011004,201016.4820025413,169021.82472658684,448036.34975032933,2999.8619641054966,1108017.739756284,199027.26585662112,430000.0,201000.0,169000.0,448000.0,3000.0,1108000.0,199000.0
1046,2025-04-08 05:36:54.589845,58964.12,58966.13756625453,58965.40240773369,58963.37652904617,58964.739400981234,58964.11000000001,58964.12,58968.383,58963.082,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,431026.7444241026,201016.46645427728,169021.82460319388,448036.3315003411,2999.861794520828,1109017.6450169638,199027.26468112806,431000.0,201000.0,169000.0,448000.0,3000.0,1109000.0,199000.0
1047,2025-04-08 05:36:54.872630,58964.12,58966.13756625453,58965.40240773369,58963.301340294835,58964.68507402214,58964.12,58964.12,58968.312,58962.977,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,432026.7444241026,201016.46645427728,169021.82460319388,448036.3315003411,2999.861794520828,1110017.6450169638,199027.26468112806,432000.0,201000.0,169000.0,448000.0,3000.0,1110000.0,199000.0
1048,2025-04-08 05:36:55.155479,58964.12,58966.13756625453,58965.40240773369,58963.37652904617,58964.739400981234,58964.12,58964.12,58968.383,58963.082,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,433026.7444241026,201016.46645427728,169021.82460319388,448036.3315003411,2999.861794520828,1111017.6450169638,199027.26468112806,433000.0,201000.0,169000.0,448000.0,3000.0,1111000.0,199000.0
1049,2025-04-08 05:36:55.437876,58964.12,58966.13756625453,58965.40240773369,58963.37652904617,58964.739400981234,58964.12,58964.12,58968.383,58963.082,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,434026.7444241026,201016.46645427728,169021.82460319388,448036.3315003411,2999.861794520828,1112017.6450169638,199027.26468112806,434000.0,201000.0,169000.0,448000.0,3000.0,1112000.0,199000.0
1050,2025-04-08 05:36:55.719872,58964.0,58966.13756625453,58965.40240773369,58963.90822697394,58965.372908933175,58963.88,58964.0,58968.902,58963.785,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,435026.22213146905,201016.27987510868,169021.82312247832,448036.1125004824,2999.8597595048095,1113016.5000045765,199027.25057521145,435000.0,201000.0,169000.0,448000.0,3000.0,1113000.0,199000.0
1051,2025-04-08 05:36:56.002874,58964.0,58966.13756625453,58965.40240773369,58963.79683022739,58965.26774221379,58964.0,58964.0,58968.777,58963.664,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,436026.22213146905,201016.27987510868,169021.82312247832,448036.1125004824,2999.8597595048095,1114016.5000045765,199027.25057521145,436000.0,201000.0,169000.0,448000.0,3000.0,1114000.0,199000.0
1052,2025-04-08 05:36:56.287685,58964.0,58966.13756625453,58965.40240773369,58963.79683022739,58965.26774221379,58964.0,58964.0,58968.777,58963.664,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,437026.22213146905,201016.27987510868,169021.82312247832,448036.1125004824,2999.8597595048095,1115016.5000045765,199027.25057521145,437000.0,201000.0,169000.0,448000.0,3000.0,1115000.0,199000.0
1053,2025-04-08 05:36:56.568869,58964.0,58966.13756625453,58965.40240773369,58963.79683022739,58965.26774221379,58964.0,58964.0,58968.777,58963.664,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,438026.22213146905,201016.27987510868,169021.82312247832,448036.1125004824,2999.8597595048095,1116016.5000045765,199027.25057521145,438000.0,201000.0,169000.0,448000.0,3000.0,1116000.0,199000.0
1054,2025-04-08 05:36:56.856901,58964.0,58966.13756625453,58965.40240773369,58963.79683022739,58965.26774221379,58964.0,58964.0,58968.777,58963.664,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,439026.22213146905,201016.27987510868,169021.82312247832,448036.1125004824,2999.8597595048095,1117016.5000045763,199027.25057521145,439000.0,201000.0,169000.0,448000.0,3000.0,1117000.0,199000.0
1055,2025-04-08 05:36:57.138897,58963.98,58966.13756625453,58965.40240773369,58963.79683022739,58965.26774221379,58963.96000000001,58963.98,58968.777,58963.664,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,440026.13338674675,201016.24877858057,169021.8228756924,448036.076000506,2999.8594203354733,1118016.3074732283,199027.24822422536,440000.0,201000.0,169000.0,448000.0,3000.0,1118000.0,199000.0
1056,2025-04-08 05:36:57.422847,58963.98,58966.13756625453,58965.40240773369,58963.79683022739,58965.26774221379,58963.98,58963.98,58968.777,58963.664,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,441026.13338674675,201016.24877858057,169021.8228756924,448036.076000506,2999.8594203354733,1119016.3074732283,199027.24822422536,441000.0,201000.0,169000.0,448000.0,3000.0,1119000.0,199000.0
1057,2025-04-08 05:36:57.705024,58963.98,58966.13756625453,58965.40240773369,58963.301340294835,58964.68507402214,58963.98,58963.98,58968.312,58962.977,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,442026.13338674675,201016.24877858057,169021.8228756924,448036.076000506,2999.8594203354733,1120016.3074732283,199027.24822422536,442000.0,201000.0,169000.0,448000.0,3000.0,1120000.0,199000.0
1058,2025-04-08 05:36:57.989939,58963.95,58966.13756625453,58965.40240773369,58963.37652904617,58964.739400981234,58963.91999999999,58963.95,58968.383,58963.082,buy 0.02 units (inject $1000.00),hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,443025.99874330766,201016.20213378844,169021.8225055135,448036.0212505413,2999.8589115814684,1121016.0171498507,199027.2446977462,443000.0,201000.0,169000.0,448000.0,3000.0,1121000.0,199000.0
