step,timestamp,current_mark_ml,pred_adaboost,pred_GBR,pred_lr,pred_svr,pred_heuristic,current_mark_nn,pred_lstm,pred_optm,action_adaboost,action_GBR,action_lr,action_svr,action_heuristic,action_lstm,action_optm,portfolio_value_adaboost,portfolio_value_GBR,portfolio_value_lr,portfolio_value_svr,portfolio_value_heuristic,portfolio_value_lstm,portfolio_value_optm,investment_adaboost,investment_GBR,investment_lr,investment_svr,investment_heuristic,investment_lstm,investment_optm
158,2025-04-08 05:32:40.211860,58966.82,58966.13756625453,58967.27453075912,58968.71132941773,58969.95609356766,58964.85943771052,58966.82,58973.39,58968.035,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),hold,98008.52834859627,100008.55066174737,161007.62791131192,289007.7163741728,0.0,302007.01296738675,182008.48079005966,98000.0,100000.0,161000.0,289000.0,0.0,302000.0,182000.0
159,2025-04-08 05:32:40.496398,58966.82,58966.13756625453,58966.086062220624,58967.27681780734,58968.69669111735,58964.468531208266,58966.82,58972.125,58967.777,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98008.52834859627,100008.55066174737,161007.62791131192,289007.7163741728,0.0,303007.01296738675,182008.48079005966,98000.0,100000.0,161000.0,289000.0,0.0,303000.0,182000.0
160,2025-04-08 05:32:40.789809,58966.86,58966.13756625453,58967.27453075912,58968.6361406664,58969.90188619945,58965.09981427642,58966.86,58973.324,58967.93,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),hold,98008.56210893576,100008.58670103183,161007.73713044764,290007.91242185957,0.0,304007.21851146256,182008.60425507324,98000.0,100000.0,161000.0,290000.0,0.0,304000.0,182000.0
161,2025-04-08 05:32:41.073873,58966.97,58966.13756625453,58967.27453075912,58968.6361406664,58969.90188619945,58965.27981427642,58966.97,58973.324,58967.93,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),hold,98008.6549498693,100008.68580906413,161008.03748307086,291008.4534184527,0.0,305007.78562312556,182008.94378386057,98000.0,100000.0,161000.0,291000.0,0.0,305000.0,182000.0
162,2025-04-08 05:32:41.360880,58966.97,58966.13756625453,58967.27453075912,58968.6361406664,58969.90188619945,58965.169429789625,58966.97,58973.324,58967.93,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),hold,98008.6549498693,100008.68580906413,161008.03748307086,292008.45341845276,0.0,306007.7856231256,182008.94378386057,98000.0,100000.0,161000.0,292000.0,0.0,306000.0,182000.0
163,2025-04-08 05:32:41.651947,58966.97,58966.13756625453,58967.27453075912,58968.6361406664,58969.90188619945,58965.16928444055,58966.97,58973.324,58967.93,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),hold,98008.6549498693,100008.68580906413,161008.03748307086,293008.45341845276,0.0,307007.7856231256,182008.94378386057,98000.0,100000.0,161000.0,293000.0,0.0,307000.0,182000.0
164,2025-04-08 05:32:41.935947,58967.09,58966.13756625453,58967.27453075912,58968.71132941773,58969.95609356766,58965.23933765465,58967.09,58973.39,58968.035,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),hold,98008.75623088772,100008.79392691754,161008.365140478,294009.04970166704,0.0,308008.41039550706,182009.31417890126,98000.0,100000.0,161000.0,294000.0,0.0,308000.0,182000.0
165,2025-04-08 05:32:42.219948,58967.09,58966.13756625453,58967.84660357582,58970.06902130187,58971.234156698905,58967.09,58967.09,58974.9,58969.504,hold,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),98008.75623088772,100008.79392691754,162008.365140478,295009.04970166704,0.0,309008.410395507,183009.3141789013,98000.0,100000.0,162000.0,295000.0,0.0,309000.0,183000.0
166,2025-04-08 05:32:42.504934,58967.09,58966.13756625453,58967.84660357582,58971.815578255424,58972.908029717735,58967.09,58967.09,58976.668,58971.047,hold,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),98008.75623088772,100008.79392691754,163008.36514047804,296009.049701667,0.0,310008.410395507,184009.3141789013,98000.0,100000.0,163000.0,296000.0,0.0,310000.0,184000.0
167,2025-04-08 05:32:42.791522,58967.09,58966.13756625453,58967.84660357582,58971.671339356595,58972.75691798915,58967.09,58967.09,58976.51,58970.87,hold,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),98008.75623088772,100008.79392691754,164008.36514047804,297009.049701667,0.0,311008.410395507,185009.31417890132,98000.0,100000.0,164000.0,297000.0,0.0,311000.0,185000.0
168,2025-04-08 05:32:43.079892,58969.68,58966.13756625453,58967.84660357582,58971.09438376128,58972.14528963291,58972.270000000004,58969.68,58975.89,58970.164,sell 0.42 units (receive $24885.46),hold,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,98010.94221286874,100011.12747058693,164015.56884793105,298022.09517226304,1000.0,312022.070757294,185017.44030694535,98000.0,100000.0,164000.0,298000.0,1000.0,312000.0,185000.0
169,2025-04-08 05:32:43.365912,58969.68,58966.13756625453,58967.84660357582,58971.35001940666,58972.40528199451,58969.68,58969.68,58976.17,58970.46,sell 0.21 units (receive $12442.73),hold,hold,buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),hold,98010.94221286874,100011.12747058693,164015.56884793105,299022.09517226304,1000.0,313022.070757294,185017.44030694535,98000.0,100000.0,164000.0,299000.0,1000.0,313000.0,185000.0
170,2025-04-08 05:32:43.652585,58969.72,58966.13756625453,58967.84660357582,58971.35001940666,58972.40528199451,58969.76,58969.72,58976.17,58970.46,sell 0.11 units (receive $6221.37),hold,hold,buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),hold,98010.95065295363,100011.1635098714,164015.6801021002,300022.29800334177,1000.0006783146864,314022.28308476176,185017.56580699235,98000.0,100000.0,164000.0,300000.0,1000.0,314000.0,185000.0
171,2025-04-08 05:32:43.937704,58969.72,58966.13756625453,58967.84660357582,58971.31381141144,58972.35398683166,58969.72,58969.72,58976.117,58970.445,sell 0.05 units (receive $3110.68),hold,hold,buy 0.02 units (inject $1000.00),hold,buy 0.02 units (inject $1000.00),hold,98010.95065295362,100011.1635098714,164015.6801021002,301022.29800334177,1000.0006783146864,315022.28308476176,185017.56580699235,98000.0,100000.0,164000.0,301000.0,1000.0,315000.0,185000.0
172,2025-04-08 05:32:44.220696,58972.1,58966.13756625453,58967.84660357582,58971.35001940666,58972.40528199451,58974.479999999996,58972.1,58976.17,58970.46,sell 0.03 units (receive $1555.40),sell 0.45 units (receive $26566.40),hold,hold,buy 0.02 units (inject $1000.00),buy 0.02 units (inject $1000.00),hold,98011.07619921604,100013.30784729733,164022.2997251651,301034.4471719192,2000.0410380385313,316034.9972884877,185025.03305978957,98000.0,100000.0,164000.0,301000.0,2000.0,316000.0,185000.0
173,2025-04-08 05:32:44.507928,58972.1,58966.13756625453,58967.84660357582,58971.38286155894,58972.45253906363,58972.1,58972.1,58976.203,58970.516,sell 0.01 units (receive $777.70),sell 0.23 units (receive $13283.20),hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07619921606,100013.30784729733,164022.2997251651,301034.4471719192,2000.0410380385313,317034.9972884876,185025.03305978957,98000.0,100000.0,164000.0,301000.0,2000.0,317000.0,185000.0
174,2025-04-08 05:32:44.790918,58972.05,58966.13756625453,58967.84660357582,58971.38286155894,58972.45253906363,58972.00000000001,58972.05,58976.203,58970.516,hold,sell 0.11 units (receive $6641.60),hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07553983442,100013.29658502093,164022.16065745367,301034.19193728524,2000.0393422866096,318034.7284876502,185024.87618473082,98000.0,100000.0,164000.0,301000.0,2000.0,318000.0,185000.0
175,2025-04-08 05:32:45.077074,58972.05,58966.13756625453,58967.84660357582,58971.26505602884,58972.357590305495,58972.05,58972.05,58976.11,58970.547,hold,sell 0.06 units (receive $3320.80),hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07553983442,100013.29658502094,164022.16065745367,301034.19193728524,2000.0393422866096,319034.72848765017,185024.87618473082,98000.0,100000.0,164000.0,301000.0,2000.0,319000.0,185000.0
176,2025-04-08 05:32:45.362867,58971.96,58966.13756625453,58967.84660357582,58971.26505602884,58972.357590305495,58971.869999999995,58971.96,58976.11,58970.547,hold,sell 0.03 units (receive $1660.40),hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07435294749,100013.29151699656,164021.91033557305,301033.7325149441,2000.0362899331506,320034.2415938494,185024.59380962502,98000.0,100000.0,164000.0,301000.0,2000.0,320000.0,185000.0
177,2025-04-08 05:32:45.650093,58971.96,58966.13756625453,58967.84660357582,58971.26505602884,58972.357590305495,58971.96,58971.96,58976.11,58970.547,hold,sell 0.01 units (receive $830.20),hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07435294749,100013.29151699656,164021.91033557305,301033.7325149441,2000.0362899331506,321034.2415938494,185024.59380962502,98000.0,100000.0,164000.0,301000.0,2000.0,321000.0,185000.0
178,2025-04-08 05:32:45.933856,58971.92,58966.13756625453,58967.84660357582,58971.26505602884,58972.357590305495,58971.88,58971.92,58976.11,58970.547,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07382544217,100013.29095388274,164021.79908140388,301033.5283272369,2000.034933331613,322034.0238400277,185024.468309578,98000.0,100000.0,164000.0,301000.0,2000.0,322000.0,185000.0
179,2025-04-08 05:32:46.222936,58971.92,58966.13756625453,58967.84660357582,58971.26505602884,58972.357590305495,58971.92,58971.92,58976.11,58970.547,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07382544217,100013.29095388274,164021.79908140388,301033.5283272369,2000.034933331613,323034.0238400276,185024.468309578,98000.0,100000.0,164000.0,301000.0,2000.0,323000.0,185000.0
180,2025-04-08 05:32:46.511587,58971.52,58966.13756625453,58967.84660357582,58971.26505602884,58972.357590305495,58971.119999999995,58971.52,58976.11,58970.547,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.06855038913,100013.28532274454,164020.6865397123,301031.48645016504,2000.0213673162393,324031.8327360321,185023.21330910787,98000.0,100000.0,164000.0,301000.0,2000.0,324000.0,185000.0
181,2025-04-08 05:32:46.799914,58971.52,58966.13756625453,58967.84660357582,58971.26505602884,58972.357590305495,58971.52,58971.52,58976.11,58970.547,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.06855038913,100013.28532274454,164020.6865397123,301031.48645016504,2000.0213673162393,325031.8327360321,185023.21330910787,98000.0,100000.0,164000.0,301000.0,2000.0,325000.0,185000.0
182,2025-04-08 05:32:47.089309,58971.5,58966.13756625453,58967.84660357582,58971.26505602884,58972.357590305495,58971.48,58971.5,58976.11,58970.547,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.06828663648,100013.28504118763,164020.63091262773,301031.38435631146,2000.020689015471,326031.7225025388,185023.15055908437,98000.0,100000.0,164000.0,301000.0,2000.0,326000.0,185000.0
183,2025-04-08 05:32:47.375529,58971.5,58966.13756625453,58967.84660357582,58971.26505602884,58972.357590305495,58971.5,58971.5,58976.11,58970.547,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.06828663648,100013.28504118763,164020.63091262773,301031.38435631146,2000.020689015471,327031.7225025388,185023.15055908437,98000.0,100000.0,164000.0,301000.0,2000.0,327000.0,185000.0
184,2025-04-08 05:32:47.662686,58971.52,58966.13756625453,58967.84660357582,58971.26505602884,58972.357590305495,58971.53999999999,58971.52,58976.11,58970.547,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.06855038913,100013.28532274454,164020.6865397123,301031.48645016504,2000.0213673162393,328031.83341432584,185023.21330910787,98000.0,100000.0,164000.0,301000.0,2000.0,328000.0,185000.0
185,2025-04-08 05:32:47.947463,58971.52,58966.13756625453,58967.84660357582,58971.26505602884,58972.357590305495,58971.52,58971.52,58976.11,58970.547,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.06855038913,100013.28532274454,164020.6865397123,301031.48645016504,2000.0213673162393,329031.83341432584,185023.21330910787,98000.0,100000.0,164000.0,301000.0,2000.0,329000.0,185000.0
186,2025-04-08 05:32:48.234911,58971.49,58966.13756625453,58967.84660357582,58971.26505602884,58972.357590305495,58971.46,58971.49,58976.11,58970.547,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.06815476016,100013.28490040917,164020.60309908542,301031.33330938464,2000.0203498650865,330031.666029205,185023.11918407262,98000.0,100000.0,164000.0,301000.0,2000.0,330000.0,185000.0
187,2025-04-08 05:32:48.518911,58971.49,58966.13756625453,58967.84660357582,58971.26505602884,58972.357590305495,58971.49,58971.49,58976.11,58970.547,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.06815476016,100013.28490040917,164020.60309908542,301031.33330938464,2000.0203498650865,331031.666029205,185023.11918407262,98000.0,100000.0,164000.0,301000.0,2000.0,331000.0,185000.0
188,2025-04-08 05:32:48.802827,58971.69,58966.13756625453,58967.84660357582,58971.26505602884,58972.357590305495,58971.89000000001,58971.69,58976.11,58970.547,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07079228669,100013.28771597828,164021.15936993124,301032.3542479206,2000.0271328727733,332032.78871294943,185023.7466843077,98000.0,100000.0,164000.0,301000.0,2000.0,332000.0,185000.0
189,2025-04-08 05:32:49.088950,58971.69,58966.13756625453,58967.84660357582,58971.02306568393,58972.16301726116,58971.69,58971.69,58975.895,58970.367,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07079228669,100013.28771597828,164021.15936993124,301032.3542479206,2000.0271328727733,333032.78871294943,185023.7466843077,98000.0,100000.0,164000.0,301000.0,2000.0,333000.0,185000.0
190,2025-04-08 05:32:49.371680,58971.66,58966.13756625453,58967.84660357582,58971.38673223292,58972.52040653193,58971.630000000005,58971.66,58976.277,58970.83,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.0703966577,100013.2872936429,164021.07592930438,301032.2011071402,2000.0261154216205,334032.61929295043,185023.65255927245,98000.0,100000.0,164000.0,301000.0,2000.0,334000.0,185000.0
191,2025-04-08 05:32:49.657866,58971.66,58966.13756625453,58967.84660357582,58971.38673223292,58972.52040653193,58971.66,58971.66,58976.277,58970.83,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.0703966577,100013.2872936429,164021.07592930438,301032.2011071402,2000.0261154216205,335032.61929295043,185023.65255927245,98000.0,100000.0,164000.0,301000.0,2000.0,335000.0,185000.0
192,2025-04-08 05:32:49.945922,58971.65,58966.13756625453,58967.84660357582,58970.8817378536,58971.98637633994,58971.64,58971.65,58975.805,58970.15,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07026478137,100013.28715286445,164021.04811576207,301032.1500602134,2000.025776271236,336032.56248047145,185023.62118426067,98000.0,100000.0,164000.0,301000.0,2000.0,336000.0,185000.0
193,2025-04-08 05:32:50.228938,58971.62,58966.13756625453,58967.84660357582,58970.77034110705,58971.881407340334,58971.590000000004,58971.62,58975.68,58970.023,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.0698691524,100013.28673052909,164020.9646751352,301031.996919433,2000.024758820083,337032.39153431554,185023.52705922542,98000.0,100000.0,164000.0,301000.0,2000.0,337000.0,185000.0
194,2025-04-08 05:32:50.512915,58971.62,58966.13756625453,58967.84660357582,58970.77034110705,58971.881407340334,58971.62,58971.62,58975.68,58970.023,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.0698691524,100013.28673052909,164020.9646751352,301031.996919433,2000.024758820083,338032.39153431554,185023.52705922542,98000.0,100000.0,164000.0,301000.0,2000.0,338000.0,185000.0
195,2025-04-08 05:32:50.797606,58972.53,58966.13756625453,58967.84660357582,58971.01233145196,58972.07540731461,58973.439999999995,58972.53,58975.89,58970.207,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),sell 1.57 units (receive $92513.19),98011.08186989807,100013.29954136848,164023.49570748355,301036.64218977146,2000.0556215050578,339037.60776334733,185026.38218529493,98000.0,100000.0,164000.0,301000.0,2000.0,339000.0,185000.0
196,2025-04-08 05:32:51.081680,58972.53,58966.13756625453,58967.84660357582,58971.01233145196,58972.07540731461,58972.53,58972.53,58975.89,58970.207,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),sell 0.78 units (receive $46256.60),98011.08186989807,100013.29954136848,164023.49570748355,301036.64218977146,2000.0556215050578,340037.60776334733,185026.38218529493,98000.0,100000.0,164000.0,301000.0,2000.0,340000.0,185000.0
197,2025-04-08 05:32:51.366550,58972.53,58966.13756625453,58967.84660357582,58971.01233145196,58972.07540731461,58972.53,58972.53,58975.89,58970.207,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),sell 0.39 units (receive $23128.30),98011.08186989807,100013.29954136848,164023.49570748355,301036.64218977146,2000.0556215050578,341037.60776334733,185026.38218529493,98000.0,100000.0,164000.0,301000.0,2000.0,341000.0,185000.0
198,2025-04-08 05:32:51.653730,58972.47,58966.13756625453,58967.84660357582,58971.01233145196,58972.07540731461,58972.41,58972.47,58975.89,58970.207,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),sell 0.20 units (receive $11564.14),98011.08107864011,100013.29869669776,164023.32882622982,301036.3359082107,2000.053586602752,342037.26078388985,185026.3586540361,98000.0,100000.0,164000.0,301000.0,2000.0,342000.0,185000.0
199,2025-04-08 05:32:51.938627,58972.47,58966.13756625453,58967.84660357582,58971.16602362788,58972.20863641298,58972.47,58972.47,58976.055,58970.215,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),sell 0.10 units (receive $5782.07),98011.08107864011,100013.29869669776,164023.32882622982,301036.3359082107,2000.053586602752,343037.26078388985,185026.35865403613,98000.0,100000.0,164000.0,301000.0,2000.0,343000.0,185000.0
200,2025-04-08 05:32:52.221926,58972.21,58966.13756625453,58967.84660357582,58971.01874023551,58972.06429451271,58971.95,58972.21,58975.86,58970.05,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),sell 0.05 units (receive $2891.02),98011.07764985564,100013.29503645793,164022.6056741303,301035.008688114,2000.044768692759,344035.74838856707,185026.33316183905,98000.0,100000.0,164000.0,301000.0,2000.0,344000.0,185000.0
201,2025-04-08 05:32:52.509218,58972.21,58966.13756625453,58967.84660357582,58971.09392898684,58972.11889161299,58972.21,58972.21,58975.93,58970.156,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),sell 0.02 units (receive $1445.51),98011.07764985564,100013.29503645793,164022.6056741303,301035.008688114,2000.044768692759,345035.74838856707,185026.33316183905,98000.0,100000.0,164000.0,301000.0,2000.0,345000.0,185000.0
202,2025-04-08 05:32:52.793920,58972.16,58966.13756625453,58967.84660357582,58971.01874023551,58972.06429451271,58972.11000000001,58972.16,58975.86,58970.05,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),sell 0.01 units (receive $722.75),98011.076990474,100013.29433256565,164022.46660641883,301034.75345348,2000.0430729408374,346035.4558475987,185026.33193625268,98000.0,100000.0,164000.0,301000.0,2000.0,346000.0,185000.0
203,2025-04-08 05:32:53.078737,58972.16,58966.13756625453,58967.84660357582,58970.71051710047,58971.82106448529,58972.16,58972.16,58975.598,58969.918,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.076990474,100013.29433256565,164022.46660641883,301034.75345348,2000.0430729408374,347035.4558475987,185026.33193625268,98000.0,100000.0,164000.0,301000.0,2000.0,347000.0,185000.0
204,2025-04-08 05:32:53.363731,58972.03,58966.13756625453,58967.84660357582,58970.785705851806,58971.87554515437,58971.899999999994,58972.03,58975.668,58970.023,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07527608177,100013.29250244574,164022.10503036907,301034.08984343166,2000.038663985841,348034.6908322209,185026.33034299035,98000.0,100000.0,164000.0,301000.0,2000.0,348000.0,185000.0
205,2025-04-08 05:32:53.649682,58972.03,58966.13756625453,58967.84660357582,58970.71051710047,58971.82106448529,58972.03,58972.03,58975.598,58969.918,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07527608177,100013.29250244574,164022.10503036907,301034.08984343166,2000.038663985841,349034.6908322209,185026.33034299035,98000.0,100000.0,164000.0,301000.0,2000.0,349000.0,185000.0
206,2025-04-08 05:32:53.935539,58972.03,58966.13756625453,58967.84660357582,58970.71051710047,58971.82106448529,58972.03,58972.03,58975.598,58969.918,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07527608177,100013.29250244574,164022.10503036907,301034.08984343166,2000.038663985841,350034.6908322209,185026.33034299035,98000.0,100000.0,164000.0,301000.0,2000.0,350000.0,185000.0
207,2025-04-08 05:32:54.223917,58972.03,58966.13756625453,58967.84660357582,58970.71051710047,58971.82106448529,58972.03,58972.03,58975.598,58969.918,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07527608177,100013.29250244574,164022.10503036907,301034.08984343166,2000.038663985841,351034.69083222083,185026.33034299035,98000.0,100000.0,164000.0,301000.0,2000.0,351000.0,185000.0
208,2025-04-08 05:32:54.511714,58972.03,58966.13756625453,58967.84660357582,58970.71051710047,58971.82106448529,58972.03,58972.03,58975.598,58969.918,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07527608177,100013.29250244574,164022.10503036907,301034.08984343166,2000.038663985841,352034.69083222083,185026.33034299035,98000.0,100000.0,164000.0,301000.0,2000.0,352000.0,185000.0
209,2025-04-08 05:32:54.798554,58972.0,58966.13756625453,58967.84660357582,58970.71051710047,58971.82106448529,58971.97,58972.0,58975.598,58969.918,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07488045278,100013.29208011038,164022.0215897422,301033.93670265126,2000.0376465346878,353034.5117466319,185026.32997531444,98000.0,100000.0,164000.0,301000.0,2000.0,353000.0,185000.0
210,2025-04-08 05:32:55.087912,58972.0,58966.13756625453,58967.84660357582,58970.71051710047,58971.82106448529,58972.0,58972.0,58975.598,58969.918,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07488045278,100013.29208011038,164022.0215897422,301033.93670265126,2000.0376465346878,354034.5117466319,185026.32997531444,98000.0,100000.0,164000.0,301000.0,2000.0,354000.0,185000.0
211,2025-04-08 05:32:55.373910,58972.0,58966.13756625453,58967.84660357582,58970.50422614058,58971.63875475544,58972.0,58972.0,58975.42,58969.855,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07488045278,100013.29208011038,164022.0215897422,301033.93670265126,2000.0376465346878,355034.5117466319,185026.32997531444,98000.0,100000.0,164000.0,301000.0,2000.0,355000.0,185000.0
212,2025-04-08 05:32:55.657538,58972.0,58966.13756625453,58967.84660357582,58970.50422614058,58971.63875475544,58972.0,58972.0,58975.42,58969.855,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07488045278,100013.29208011038,164022.0215897422,301033.93670265126,2000.0376465346878,356034.5117466319,185026.32997531444,98000.0,100000.0,164000.0,301000.0,2000.0,356000.0,185000.0
213,2025-04-08 05:32:55.947546,58971.87,58966.13756625453,58967.84660357582,58970.50422614058,58971.63875475544,58971.740000000005,58971.87,58975.42,58969.855,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07316606055,100013.29024999046,164021.66001369245,301033.27309260296,2000.0332375796916,357033.7268913357,185026.32838205213,98000.0,100000.0,164000.0,301000.0,2000.0,357000.0,185000.0
214,2025-04-08 05:32:56.230531,58971.87,58966.13756625453,58967.84660357582,58970.797789225464,58971.87837982244,58971.87,58971.87,58975.68,58970.05,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07316606055,100013.29024999046,164021.66001369245,301033.27309260296,2000.0332375796916,358033.7268913356,185026.32838205213,98000.0,100000.0,164000.0,301000.0,2000.0,358000.0,185000.0
215,2025-04-08 05:32:56.517969,58971.87,58966.13756625453,58967.84660357582,58970.90826473048,58971.971597533804,58971.87,58971.87,58975.77,58970.05,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07316606055,100013.29024999046,164021.66001369245,301033.27309260296,2000.0332375796916,359033.7268913356,185026.32838205213,98000.0,100000.0,164000.0,301000.0,2000.0,359000.0,185000.0
216,2025-04-08 05:32:56.804923,58971.83,58966.13756625453,58967.84660357582,58971.129215740526,58972.15647054306,58971.79,58971.83,58975.95,58970.05,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07263855524,100013.28968687664,164021.54875952328,301033.06890489574,2000.031880978154,360033.48336252983,185026.32789181755,98000.0,100000.0,164000.0,301000.0,2000.0,360000.0,185000.0
217,2025-04-08 05:32:57.088736,58971.83,58966.13756625453,58967.84660357582,58970.71051710047,58971.82106448529,58971.83,58971.83,58975.598,58969.918,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07263855524,100013.28968687664,164021.54875952328,301033.06890489574,2000.031880978154,361033.4833625298,185026.32789181755,98000.0,100000.0,164000.0,301000.0,2000.0,361000.0,185000.0
218,2025-04-08 05:32:57.373575,58971.83,58966.13756625453,58967.84660357582,58970.71051710047,58971.82106448529,58971.83,58971.83,58975.598,58969.918,hold,hold,hold,hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07263855524,100013.28968687664,164021.54875952328,301033.06890489574,2000.031880978154,362033.4833625298,185026.32789181755,98000.0,100000.0,164000.0,301000.0,2000.0,362000.0,185000.0
219,2025-04-08 05:32:57.658911,58971.83,58966.13756625453,58967.84660357582,58969.196099713845,58970.455722842344,58971.83,58971.83,58974.035,58968.742,hold,hold,sell 1.39 units (receive $82010.77),hold,hold,buy 0.02 units (inject $1000.00),hold,98011.07263855524,100013.28968687664,164021.54875952328,301033.06890489574,2000.031880978154,363033.4833625298,185026.32789181755,98000.0,100000.0,164000.0,301000.0,2000.0,363000.0,185000.0
220,2025-04-08 05:32:57.944568,58972.01,58966.13756625453,58966.65813503732,58968.614753936046,58969.960256641534,58970.74691046736,58972.01,58973.543,58968.742,hold,hold,sell 0.70 units (receive $41005.51),sell 2.55 units (receive $150516.99),hold,hold,hold,98011.0750123291,100013.29222088883,164021.79908140388,301033.9877495781,2000.0379856850723,363034.591451375,185026.33009787308,98000.0,100000.0,164000.0,301000.0,2000.0,363000.0,185000.0
221,2025-04-08 05:32:58.227918,58972.01,58966.13756625453,58966.47544742055,58967.44470254022,58969.0583425918,58969.25691772843,58972.01,58972.695,58967.508,hold,hold,sell 0.35 units (receive $20502.76),sell 1.28 units (receive $75258.50),sell 0.02 units (receive $1000.02),hold,hold,98011.0750123291,100013.29222088883,164021.79908140388,301033.9877495781,2000.0379856850723,363034.591451375,185026.33009787308,98000.0,100000.0,164000.0,301000.0,2000.0,363000.0,185000.0
222,2025-04-08 05:32:58.515922,58971.95,58966.13756625453,58966.47544742055,58968.103602671166,58969.54554287509,58970.141888394144,58971.95,58973.137,58968.223,hold,hold,sell 0.17 units (receive $10251.37),sell 0.64 units (receive $37629.21),hold,hold,hold,98011.07422107116,100013.2913762181,164021.77822124716,301033.9111791879,2000.0369682339192,363034.2220884265,185026.32936252124,98000.0,100000.0,164000.0,301000.0,2000.0,363000.0,185000.0
